No,;Time;;Time 1;Time 2;Delay ;;Delay 1;Delay 2;Jitter
801;8,152083;;8,152083;8,525354;0,373271;;0,32473;0,048541;-0,276189
802;8,525354;;8,525354;8,573895;0,048541;;-0,043922;0,092463;0,136385
803;8,573895;;8,573895;8,666358;0,092463;;0,084592;0,007871;-0,076721
804;8,666358;;8,666358;8,674229;0,007871;;-1,118677;1,126548;2,245225
805;8,674229;;8,674229;9,800777;1,126548;;0,168584;0,957964;0,78938
806;9,800777;;9,800777;10,758741;0,957964;;-0,04323;1,001194;1,044424
807;10,758741;;10,758741;11,759935;1,001194;;0,584158;0,417036;-0,167122
808;11,759935;;11,759935;12,176971;0,417036;;0,416903;0,000133;-0,41677
809;12,176971;;12,176971;12,177104;0,000133;;8,7E-05;4,6E-05;-4,1E-05
810;12,177104;;12,177104;12,177150;4,6E-05;;-0,124889;0,124935;0,249824
811;12,177150;;12,177150;12,302085;0,124935;;0,124935;0;-0,124935
812;12,302085;;12,302085;12,302085;0;;0;0;0
813;12,302085;;12,302085;12,302085;0;;0;0;0
814;12,302085;;12,302085;12,302085;0;;0;0;0
815;12,302085;;12,302085;12,302085;0;;-0,009965;0,009965;0,01993
816;12,302085;;12,302085;12,312050;0,009965;;0,009965;0;-0,009965
817;12,312050;;12,312050;12,312050;0;;0;0;0
818;12,312050;;12,312050;12,312050;0;;0;0;0
819;12,312050;;12,312050;12,312050;0;;-0,000379;0,000379;0,000758
820;12,312050;;12,312050;12,312429;0,000379;;-0,008407;0,008786;0,017193
821;12,312429;;12,312429;12,321215;0,008786;;-0,0072;0,015986;0,023186
822;12,321215;;12,321215;12,337201;0,015986;;0,015986;0;-0,015986
823;12,337201;;12,337201;12,337201;0;;0;0;0
824;12,337201;;12,337201;12,337201;0;;0;0;0
825;12,337201;;12,337201;12,337201;0;;0;0;0
826;12,337201;;12,337201;12,337201;0;;0;0;0
827;12,337201;;12,337201;12,337201;0;;0;0;0
828;12,337201;;12,337201;12,337201;0;;0;0;0
829;12,337201;;12,337201;12,337201;0;;0;0;0
830;12,337201;;12,337201;12,337201;0;;0;0;0
831;12,337201;;12,337201;12,337201;0;;0;0;0
832;12,337201;;12,337201;12,337201;0;;0;0;0
833;12,337201;;12,337201;12,337201;0;;-0,000689;0,000689;0,001378
834;12,337201;;12,337201;12,337890;0,000689;;-0,013476;0,014165;0,027641
835;12,337890;;12,337890;12,352055;0,014165;;-0,00092;0,015085;0,016005
836;12,352055;;12,352055;12,367140;0,015085;;0,015085;0;-0,015085
837;12,367140;;12,367140;12,367140;0;;0;0;0
838;12,367140;;12,367140;12,367140;0;;0;0;0
839;12,367140;;12,367140;12,367140;0;;0;0;0
840;12,367140;;12,367140;12,367140;0;;-0,002624;0,002624;0,005248
841;12,367140;;12,367140;12,369764;0,002624;;0,002624;0;-0,002624
842;12,369764;;12,369764;12,369764;0;;0;0;0
843;12,369764;;12,369764;12,369764;0;;-0,012276;0,012276;0,024552
844;12,369764;;12,369764;12,382040;0,012276;;0,012276;0;-0,012276
845;12,382040;;12,382040;12,382040;0;;0;0;0
846;12,382040;;12,382040;12,382040;0;;0;0;0
847;12,382040;;12,382040;12,382040;0;;0;0;0
848;12,382040;;12,382040;12,382040;0;;-0,000453;0,000453;0,000906
849;12,382040;;12,382040;12,382493;0,000453;;-0,006482;0,006935;0,013417
850;12,382493;;12,382493;12,389428;0,006935;;0,006935;0;-0,006935
851;12,389428;;12,389428;12,389428;0;;0;0;0
852;12,389428;;12,389428;12,389428;0;;0;0;0
853;12,389428;;12,389428;12,389428;0;;-0,000461;0,000461;0,000922
854;12,389428;;12,389428;12,389889;0,000461;;-0,007723;0,008184;0,015907
855;12,389889;;12,389889;12,398073;0,008184;;0,000358;0,007826;0,007468
856;12,398073;;12,398073;12,405899;0,007826;;0,007826;0;-0,007826
857;12,405899;;12,405899;12,405899;0;;0;0;0
858;12,405899;;12,405899;12,405899;0;;0;0;0
859;12,405899;;12,405899;12,405899;0;;-0,007422;0,007422;0,014844
860;12,405899;;12,405899;12,413321;0,007422;;-0,010303;0,017725;0,028028
861;12,413321;;12,413321;12,431046;0,017725;;0,017725;0;-0,017725
862;12,431046;;12,431046;12,431046;0;;0;0;0
863;12,431046;;12,431046;12,431046;0;;-0,009596;0,009596;0,019192
864;12,431046;;12,431046;12,440642;0,009596;;0,00917;0,000426;-0,008744
865;12,440642;;12,440642;12,441068;0,000426;;-0,012682;0,013108;0,02579
866;12,441068;;12,441068;12,454176;0,013108;;0,000179;0,012929;0,01275
867;12,454176;;12,454176;12,467105;0,012929;;0,012929;0;-0,012929
868;12,467105;;12,467105;12,467105;0;;0;0;0
869;12,467105;;12,467105;12,467105;0;;-0,000493;0,000493;0,000986
870;12,467105;;12,467105;12,467598;0,000493;;-0,007846;0,008339;0,016185
871;12,467598;;12,467598;12,475937;0,008339;;-0,004183;0,012522;0,016705
872;12,475937;;12,475937;12,488459;0,012522;;0,012522;0;-0,012522
873;12,488459;;12,488459;12,488459;0;;0;0;0
874;12,488459;;12,488459;12,488459;0;;-0,003993;0,003993;0,007986
875;12,488459;;12,488459;12,492452;0,003993;;0,003993;0;-0,003993
876;12,492452;;12,492452;12,492452;0;;0;0;0
877;12,492452;;12,492452;12,492452;0;;0;0;0
878;12,492452;;12,492452;12,492452;0;;-0,010644;0,010644;0,021288
879;12,492452;;12,492452;12,503096;0,010644;;0,010644;0;-0,010644
880;12,503096;;12,503096;12,503096;0;;0;0;0
881;12,503096;;12,503096;12,503096;0;;0;0;0
882;12,503096;;12,503096;12,503096;0;;0;0;0
883;12,503096;;12,503096;12,503096;0;;-0,000513;0,000513;0,001026
884;12,503096;;12,503096;12,503609;0,000513;;-0,012906;0,013419;0,026325
885;12,503609;;12,503609;12,517028;0,013419;;0,013419;0;-0,013419
886;12,517028;;12,517028;12,517028;0;;0;0;0
887;12,517028;;12,517028;12,517028;0;;0;0;0
888;12,517028;;12,517028;12,517028;0;;-0,000405;0,000405;0,00081
889;12,517028;;12,517028;12,517433;0,000405;;-0,002281;0,002686;0,004967
890;12,517433;;12,517433;12,520119;0,002686;;0,002686;0;-0,002686
891;12,520119;;12,520119;12,520119;0;;-0,002852;0,002852;0,005704
892;12,520119;;12,520119;12,522971;0,002852;;0,002852;0;-0,002852
893;12,522971;;12,522971;12,522971;0;;-0,015868;0,015868;0,031736
894;12,522971;;12,522971;12,538839;0,015868;;-0,014224;0,030092;0,044316
895;12,538839;;12,538839;12,568931;0,030092;;0,019658;0,010434;-0,009224
896;12,568931;;12,568931;12,579365;0,010434;;0,010434;0;-0,010434
897;12,579365;;12,579365;12,579365;0;;0;0;0
898;12,579365;;12,579365;12,579365;0;;-0,000472;0,000472;0,000944
899;12,579365;;12,579365;12,579837;0,000472;;-0,003641;0,004113;0,007754
900;12,579837;;12,579837;12,583950;0,004113;;0,004113;0;-0,004113
901;12,583950;;12,583950;12,583950;0;;0;0;0
902;12,583950;;12,583950;12,583950;0;;-0,001139;0,001139;0,002278
903;12,583950;;12,583950;12,585089;0,001139;;-0,014125;0,015264;0,029389
904;12,585089;;12,585089;12,600353;0,015264;;0,015264;0;-0,015264
905;12,600353;;12,600353;12,600353;0;;0;0;0
906;12,600353;;12,600353;12,600353;0;;0;0;0
907;12,600353;;12,600353;12,600353;0;;0;0;0
908;12,600353;;12,600353;12,600353;0;;0;0;0
909;12,600353;;12,600353;12,600353;0;;0;0;0
910;12,600353;;12,600353;12,600353;0;;-0,016026;0,016026;0,032052
911;12,600353;;12,600353;12,616379;0,016026;;-0,001032;0,017058;0,01809
912;12,616379;;12,616379;12,633437;0,017058;;0,003317;0,013741;0,010424
913;12,633437;;12,633437;12,647178;0,013741;;0,012295;0,001446;-0,010849
914;12,647178;;12,647178;12,648624;0,001446;;0,001446;0;-0,001446
915;12,648624;;12,648624;12,648624;0;;0;0;0
916;12,648624;;12,648624;12,648624;0;;0;0;0
917;12,648624;;12,648624;12,648624;0;;0;0;0
918;12,648624;;12,648624;12,648624;0;;0;0;0
919;12,648624;;12,648624;12,648624;0;;-0,000365;0,000365;0,00073
920;12,648624;;12,648624;12,648989;0,000365;;0,000256;0,000109;-0,000147
921;12,648989;;12,648989;12,649098;0,000109;;5,5E-05;5,4E-05;-1E-06
922;12,649098;;12,649098;12,649152;5,4E-05;;-2E-06;5,6E-05;5,8E-05
923;12,649152;;12,649152;12,649208;5,6E-05;;-2E-06;5,8E-05;6E-05
924;12,649208;;12,649208;12,649266;5,8E-05;;-0,001683;0,001741;0,003424
925;12,649266;;12,649266;12,651007;0,001741;;0,001741;0;-0,001741
926;12,651007;;12,651007;12,651007;0;;0;0;0
927;12,651007;;12,651007;12,651007;0;;-0,002543;0,002543;0,005086
928;12,651007;;12,651007;12,653550;0,002543;;0,002543;0;-0,002543
929;12,653550;;12,653550;12,653550;0;;0;0;0
930;12,653550;;12,653550;12,653550;0;;0;0;0
931;12,653550;;12,653550;12,653550;0;;0;0;0
932;12,653550;;12,653550;12,653550;0;;0;0;0
933;12,653550;;12,653550;12,653550;0;;-0,000599;0,000599;0,001198
934;12,653550;;12,653550;12,654149;0,000599;;-0,00678;0,007379;0,014159
935;12,654149;;12,654149;12,661528;0,007379;;0,007379;0;-0,007379
936;12,661528;;12,661528;12,661528;0;;-0,002255;0,002255;0,00451
937;12,661528;;12,661528;12,663783;0,002255;;0,002255;0;-0,002255
938;12,663783;;12,663783;12,663783;0;;0;0;0
939;12,663783;;12,663783;12,663783;0;;0;0;0
940;12,663783;;12,663783;12,663783;0;;-0,012487;0,012487;0,024974
941;12,663783;;12,663783;12,676270;0,012487;;0,012487;0;-0,012487
942;12,676270;;12,676270;12,676270;0;;0;0;0
943;12,676270;;12,676270;12,676270;0;;0;0;0
944;12,676270;;12,676270;12,676270;0;;-0,000471;0,000471;0,000942
945;12,676270;;12,676270;12,676741;0,000471;;-0,004996;0,005467;0,010463
946;12,676741;;12,676741;12,682208;0,005467;;0,005467;0;-0,005467
947;12,682208;;12,682208;12,682208;0;;-0,003026;0,003026;0,006052
948;12,682208;;12,682208;12,685234;0,003026;;0,003026;0;-0,003026
949;12,685234;;12,685234;12,685234;0;;0;0;0
950;12,685234;;12,685234;12,685234;0;;0;0;0
951;12,685234;;12,685234;12,685234;0;;0;0;0
952;12,685234;;12,685234;12,685234;0;;0;0;0
953;12,685234;;12,685234;12,685234;0;;-0,000452;0,000452;0,000904
954;12,685234;;12,685234;12,685686;0,000452;;-0,00755;0,008002;0,015552
955;12,685686;;12,685686;12,693688;0,008002;;-0,016066;0,024068;0,040134
956;12,693688;;12,693688;12,717756;0,024068;;0,024068;0;-0,024068
957;12,717756;;12,717756;12,717756;0;;-0,003945;0,003945;0,00789
958;12,717756;;12,717756;12,721701;0,003945;;0,003945;0;-0,003945
959;12,721701;;12,721701;12,721701;0;;0;0;0
960;12,721701;;12,721701;12,721701;0;;-0,005946;0,005946;0,011892
961;12,721701;;12,721701;12,727647;0,005946;;0,005487;0,000459;-0,005028
962;12,727647;;12,727647;12,728106;0,000459;;-0,007552;0,008011;0,015563
963;12,728106;;12,728106;12,736117;0,008011;;0,006979;0,001032;-0,005947
964;12,736117;;12,736117;12,737149;0,001032;;0,001032;0;-0,001032
965;12,737149;;12,737149;12,737149;0;;-0,010269;0,010269;0,020538
966;12,737149;;12,737149;12,747418;0,010269;;0,010269;0;-0,010269
967;12,747418;;12,747418;12,747418;0;;0;0;0
968;12,747418;;12,747418;12,747418;0;;-0,000454;0,000454;0,000908
969;12,747418;;12,747418;12,747872;0,000454;;-0,005053;0,005507;0,01056
970;12,747872;;12,747872;12,753379;0,005507;;0,005507;0;-0,005507
971;12,753379;;12,753379;12,753379;0;;0;0;0
972;12,753379;;12,753379;12,753379;0;;0;0;0
973;12,753379;;12,753379;12,753379;0;;-0,001764;0,001764;0,003528
974;12,753379;;12,753379;12,755143;0,001764;;-0,004602;0,006366;0,010968
975;12,755143;;12,755143;12,761509;0,006366;;0,006366;0;-0,006366
976;12,761509;;12,761509;12,761509;0;;0;0;0
977;12,761509;;12,761509;12,761509;0;;0;0;0
978;12,761509;;12,761509;12,761509;0;;-0,008666;0,008666;0,017332
979;12,761509;;12,761509;12,770175;0,008666;;-0,00546;0,014126;0,019586
980;12,770175;;12,770175;12,784301;0,014126;;0,014126;0;-0,014126
981;12,784301;;12,784301;12,784301;0;;0;0;0
982;12,784301;;12,784301;12,784301;0;;0;0;0
983;12,784301;;12,784301;12,784301;0;;-0,007944;0,007944;0,015888
984;12,784301;;12,784301;12,792245;0,007944;;0,007944;0;-0,007944
985;12,792245;;12,792245;12,792245;0;;0;0;0
986;12,792245;;12,792245;12,792245;0;;0;0;0
987;12,792245;;12,792245;12,792245;0;;-0,000472;0,000472;0,000944
988;12,792245;;12,792245;12,792717;0,000472;;-0,003863;0,004335;0,008198
989;12,792717;;12,792717;12,797052;0,004335;;0,004335;0;-0,004335
990;12,797052;;12,797052;12,797052;0;;0;0;0
991;12,797052;;12,797052;12,797052;0;;-0,003867;0,003867;0,007734
992;12,797052;;12,797052;12,800919;0,003867;;-0,002295;0,006162;0,008457
993;12,800919;;12,800919;12,807081;0,006162;;-0,002588;0,00875;0,011338
994;12,807081;;12,807081;12,815831;0,00875;;0,008619;0,000131;-0,008488
995;12,815831;;12,815831;12,815962;0,000131;;-0,001455;0,001586;0,003041
996;12,815962;;12,815962;12,817548;0,001586;;0,001586;0;-0,001586
997;12,817548;;12,817548;12,817548;0;;0;0;0
998;12,817548;;12,817548;12,817548;0;;-0,007457;0,007457;0,014914
999;12,817548;;12,817548;12,825005;0,007457;;0,007457;0;-0,007457
1000;12,825005;;12,825005;12,825005;0;;-0,000362;0,000362;0,000724
1001;12,825005;;12,825005;12,825367;0,000362;;-0,004526;0,004888;0,009414
1002;12,825367;;12,825367;12,830255;0,004888;;0,004888;0;-0,004888
1003;12,830255;;12,830255;12,830255;0;;0;0;0
1004;12,830255;;12,830255;12,830255;0;;0;0;0
1005;12,830255;;12,830255;12,830255;0;;0;0;0
1006;12,830255;;12,830255;12,830255;0;;0;0;0
1007;12,830255;;12,830255;12,830255;0;;-0,003581;0,003581;0,007162
1008;12,830255;;12,830255;12,833836;0,003581;;0,003226;0,000355;-0,002871
1009;12,833836;;12,833836;12,834191;0,000355;;-0,016388;0,016743;0,033131
1010;12,834191;;12,834191;12,850934;0,016743;;0,016743;0;-0,016743
1011;12,850934;;12,850934;12,850934;0;;0;0;0
1012;12,850934;;12,850934;12,850934;0;;0;0;0
1013;12,850934;;12,850934;12,850934;0;;-0,011891;0,011891;0,023782
1014;12,850934;;12,850934;12,862825;0,011891;;0,003099;0,008792;0,005693
1015;12,862825;;12,862825;12,871617;0,008792;;0,008792;0;-0,008792
1016;12,871617;;12,871617;12,871617;0;;0;0;0
1017;12,871617;;12,871617;12,871617;0;;0;0;0
1018;12,871617;;12,871617;12,871617;0;;-0,002265;0,002265;0,00453
1019;12,871617;;12,871617;12,873882;0,002265;;0,002265;0;-0,002265
1020;12,873882;;12,873882;12,873882;0;;0;0;0
1021;12,873882;;12,873882;12,873882;0;;-0,007169;0,007169;0,014338
1022;12,873882;;12,873882;12,881051;0,007169;;0,006862;0,000307;-0,006555
1023;12,881051;;12,881051;12,881358;0,000307;;-0,019921;0,020228;0,040149
1024;12,881358;;12,881358;12,901586;0,020228;;0,020228;0;-0,020228
1025;12,901586;;12,901586;12,901586;0;;0;0;0
1026;12,901586;;12,901586;12,901586;0;;0;0;0
1027;12,901586;;12,901586;12,901586;0;;-0,007439;0,007439;0,014878
1028;12,901586;;12,901586;12,909025;0,007439;;0,002957;0,004482;0,001525
1029;12,909025;;12,909025;12,913507;0,004482;;0,004482;0;-0,004482
1030;12,913507;;12,913507;12,913507;0;;0;0;0
1031;12,913507;;12,913507;12,913507;0;;0;0;0
1032;12,913507;;12,913507;12,913507;0;;-0,011286;0,011286;0,022572
1033;12,913507;;12,913507;12,924793;0,011286;;-0,052459;0,063745;0,116204
1034;12,924793;;12,924793;12,988538;0,063745;;0,063745;0;-0,063745
1035;12,988538;;12,988538;12,988538;0;;0;0;0
1036;12,988538;;12,988538;12,988538;0;;0;0;0
1037;12,988538;;12,988538;12,988538;0;;0;0;0
1038;12,988538;;12,988538;12,988538;0;;0;0;0
1039;12,988538;;12,988538;12,988538;0;;0;0;0
1040;12,988538;;12,988538;12,988538;0;;0;0;0
1041;12,988538;;12,988538;12,988538;0;;0;0;0
1042;12,988538;;12,988538;12,988538;0;;0;0;0
1043;12,988538;;12,988538;12,988538;0;;0;0;0
1044;12,988538;;12,988538;12,988538;0;;0;0;0
1045;12,988538;;12,988538;12,988538;0;;0;0;0
1046;12,988538;;12,988538;12,988538;0;;-0,00065;0,00065;0,0013
1047;12,988538;;12,988538;12,989188;0,00065;;-0,003895;0,004545;0,00844
1048;12,989188;;12,989188;12,993733;0,004545;;0,004545;0;-0,004545
1049;12,993733;;12,993733;12,993733;0;;0;0;0
1050;12,993733;;12,993733;12,993733;0;;0;0;0
1051;12,993733;;12,993733;12,993733;0;;0;0;0
1052;12,993733;;12,993733;12,993733;0;;0;0;0
1053;12,993733;;12,993733;12,993733;0;;0;0;0
1054;12,993733;;12,993733;12,993733;0;;-0,00055;0,00055;0,0011
1055;12,993733;;12,993733;12,994283;0,00055;;-0,036479;0,037029;0,073508
1056;12,994283;;12,994283;13,031312;0,037029;;0,037029;0;-0,037029
1057;13,031312;;13,031312;13,031312;0;;0;0;0
1058;13,031312;;13,031312;13,031312;0;;0;0;0
1059;13,031312;;13,031312;13,031312;0;;0;0;0
1060;13,031312;;13,031312;13,031312;0;;0;0;0
1061;13,031312;;13,031312;13,031312;0;;0;0;0
1062;13,031312;;13,031312;13,031312;0;;0;0;0
1063;13,031312;;13,031312;13,031312;0;;0;0;0
1064;13,031312;;13,031312;13,031312;0;;0;0;0
1065;13,031312;;13,031312;13,031312;0;;0;0;0
1066;13,031312;;13,031312;13,031312;0;;0;0;0
1067;13,031312;;13,031312;13,031312;0;;0;0;0
1068;13,031312;;13,031312;13,031312;0;;0;0;0
1069;13,031312;;13,031312;13,031312;0;;0;0;0
1070;13,031312;;13,031312;13,031312;0;;-0,000612;0,000612;0,001224
1071;13,031312;;13,031312;13,031924;0,000612;;-0,000614;0,001226;0,00184
1072;13,031924;;13,031924;13,033150;0,001226;;0,001226;0;-0,001226
1073;13,033150;;13,033150;13,033150;0;;0;0;0
1074;13,033150;;13,033150;13,033150;0;;0;0;0
1075;13,033150;;13,033150;13,033150;0;;-0,002748;0,002748;0,005496
1076;13,033150;;13,033150;13,035898;0,002748;;0,002748;0;-0,002748
1077;13,035898;;13,035898;13,035898;0;;0;0;0
1078;13,035898;;13,035898;13,035898;0;;0;0;0
1079;13,035898;;13,035898;13,035898;0;;0;0;0
1080;13,035898;;13,035898;13,035898;0;;-0,000426;0,000426;0,000852
1081;13,035898;;13,035898;13,036324;0,000426;;-0,006441;0,006867;0,013308
1082;13,036324;;13,036324;13,043191;0,006867;;0,006343;0,000524;-0,005819
1083;13,043191;;13,043191;13,043715;0,000524;;-0,064234;0,064758;0,128992
1084;13,043715;;13,043715;13,108473;0,064758;;-0,043854;0,108612;0,152466
1085;13,108473;;13,108473;13,217085;0,108612;;0,108612;0;-0,108612
1086;13,217085;;13,217085;13,217085;0;;0;0;0
1087;13,217085;;13,217085;13,217085;0;;-0,000517;0,000517;0,001034
1088;13,217085;;13,217085;13,217602;0,000517;;-0,049467;0,049984;0,099451
1089;13,217602;;13,217602;13,267586;0,049984;;0,049984;0;-0,049984
1090;13,267586;;13,267586;13,267586;0;;-0,00114;0,00114;0,00228
1091;13,267586;;13,267586;13,268726;0,00114;;-0,000361;0,001501;0,001862
1092;13,268726;;13,268726;13,270227;0,001501;;-0,002983;0,004484;0,007467
1093;13,270227;;13,270227;13,274711;0,004484;;-0,006629;0,011113;0,017742
1094;13,274711;;13,274711;13,285824;0,011113;;0,011113;0;-0,011113
1095;13,285824;;13,285824;13,285824;0;;-0,000425;0,000425;0,00085
1096;13,285824;;13,285824;13,286249;0,000425;;-0,008632;0,009057;0,017689
1097;13,286249;;13,286249;13,295306;0,009057;;-0,017671;0,026728;0,044399
1098;13,295306;;13,295306;13,322034;0,026728;;0,026728;0;-0,026728
1099;13,322034;;13,322034;13,322034;0;;0;0;0
1100;13,322034;;13,322034;13,322034;0;;0;0;0
1101;13,322034;;13,322034;13,322034;0;;-0,003259;0,003259;0,006518
1102;13,322034;;13,322034;13,325293;0,003259;;0,003259;0;-0,003259
1103;13,325293;;13,325293;13,325293;0;;0;0;0
1104;13,325293;;13,325293;13,325293;0;;0;0;0
1105;13,325293;;13,325293;13,325293;0;;-0,012036;0,012036;0,024072
1106;13,325293;;13,325293;13,337329;0,012036;;0,012036;0;-0,012036
1107;13,337329;;13,337329;13,337329;0;;0;0;0
1108;13,337329;;13,337329;13,337329;0;;0;0;0
1109;13,337329;;13,337329;13,337329;0;;-0,000417;0,000417;0,000834
1110;13,337329;;13,337329;13,337746;0,000417;;-0,006504;0,006921;0,013425
1111;13,337746;;13,337746;13,344667;0,006921;;0,006921;0;-0,006921
1112;13,344667;;13,344667;13,344667;0;;0;0;0
1113;13,344667;;13,344667;13,344667;0;;0;0;0
1114;13,344667;;13,344667;13,344667;0;;-0,000395;0,000395;0,00079
1115;13,344667;;13,344667;13,345062;0,000395;;-0,011936;0,012331;0,024267
1116;13,345062;;13,345062;13,357393;0,012331;;-0,000644;0,012975;0,013619
1117;13,357393;;13,357393;13,370368;0,012975;;0,012975;0;-0,012975
1118;13,370368;;13,370368;13,370368;0;;0;0;0
1119;13,370368;;13,370368;13,370368;0;;0;0;0
1120;13,370368;;13,370368;13,370368;0;;0;0;0
1121;13,370368;;13,370368;13,370368;0;;0;0;0
1122;13,370368;;13,370368;13,370368;0;;0;0;0
1123;13,370368;;13,370368;13,370368;0;;0;0;0
1124;13,370368;;13,370368;13,370368;0;;-0,003812;0,003812;0,007624
1125;13,370368;;13,370368;13,374180;0,003812;;0,003812;0;-0,003812
1126;13,374180;;13,374180;13,374180;0;;-0,00053;0,00053;0,00106
1127;13,374180;;13,374180;13,374710;0,00053;;-0,008276;0,008806;0,017082
1128;13,374710;;13,374710;13,383516;0,008806;;0,008806;0;-0,008806
1129;13,383516;;13,383516;13,383516;0;;-0,003467;0,003467;0,006934
1130;13,383516;;13,383516;13,386983;0,003467;;0,003467;0;-0,003467
1131;13,386983;;13,386983;13,386983;0;;0;0;0
1132;13,386983;;13,386983;13,386983;0;;-0,000937;0,000937;0,001874
1133;13,386983;;13,386983;13,387920;0,000937;;-0,00998;0,010917;0,020897
1134;13,387920;;13,387920;13,398837;0,010917;;0,010917;0;-0,010917
1135;13,398837;;13,398837;13,398837;0;;0;0;0
1136;13,398837;;13,398837;13,398837;0;;0;0;0
1137;13,398837;;13,398837;13,398837;0;;-0,000536;0,000536;0,001072
1138;13,398837;;13,398837;13,399373;0,000536;;-0,02038;0,020916;0,041296
1139;13,399373;;13,399373;13,420289;0,020916;;0,020749;0,000167;-0,020582
1140;13,420289;;13,420289;13,420456;0,000167;;-0,002922;0,003089;0,006011
1141;13,420456;;13,420456;13,423545;0,003089;;0,003089;0;-0,003089
1142;13,423545;;13,423545;13,423545;0;;0;0;0
1143;13,423545;;13,423545;13,423545;0;;0;0;0
1144;13,423545;;13,423545;13,423545;0;;0;0;0
1145;13,423545;;13,423545;13,423545;0;;0;0;0
1146;13,423545;;13,423545;13,423545;0;;0;0;0
1147;13,423545;;13,423545;13,423545;0;;0;0;0
1148;13,423545;;13,423545;13,423545;0;;-0,00446;0,00446;0,00892
1149;13,423545;;13,423545;13,428005;0,00446;;0,00446;0;-0,00446
1150;13,428005;;13,428005;13,428005;0;;0;0;0
1151;13,428005;;13,428005;13,428005;0;;0;0;0
1152;13,428005;;13,428005;13,428005;0;;-0,00058;0,00058;0,00116
1153;13,428005;;13,428005;13,428585;0,00058;;-0,00688;0,00746;0,01434
1154;13,428585;;13,428585;13,436045;0,00746;;-0,030059;0,037519;0,067578
1155;13,436045;;13,436045;13,473564;0,037519;;0,037519;0;-0,037519
1156;13,473564;;13,473564;13,473564;0;;0;0;0
1157;13,473564;;13,473564;13,473564;0;;0;0;0
1158;13,473564;;13,473564;13,473564;0;;0;0;0
1159;13,473564;;13,473564;13,473564;0;;0;0;0
1160;13,473564;;13,473564;13,473564;0;;0;0;0
1161;13,473564;;13,473564;13,473564;0;;0;0;0
1162;13,473564;;13,473564;13,473564;0;;0;0;0
1163;13,473564;;13,473564;13,473564;0;;0;0;0
1164;13,473564;;13,473564;13,473564;0;;0;0;0
1165;13,473564;;13,473564;13,473564;0;;0;0;0
1166;13,473564;;13,473564;13,473564;0;;0;0;0
1167;13,473564;;13,473564;13,473564;0;;0;0;0
1168;13,473564;;13,473564;13,473564;0;;0;0;0
1169;13,473564;;13,473564;13,473564;0;;-0,000692;0,000692;0,001384
1170;13,473564;;13,473564;13,474256;0,000692;;-0,004975;0,005667;0,010642
1171;13,474256;;13,474256;13,479923;0,005667;;0,005667;0;-0,005667
1172;13,479923;;13,479923;13,479923;0;;0;0;0
1173;13,479923;;13,479923;13,479923;0;;0;0;0
1174;13,479923;;13,479923;13,479923;0;;0;0;0
1175;13,479923;;13,479923;13,479923;0;;-0,000473;0,000473;0,000946
1176;13,479923;;13,479923;13,480396;0,000473;;-0,012687;0,01316;0,025847
1177;13,480396;;13,480396;13,493556;0,01316;;0,01316;0;-0,01316
1178;13,493556;;13,493556;13,493556;0;;0;0;0
1179;13,493556;;13,493556;13,493556;0;;0;0;0
1180;13,493556;;13,493556;13,493556;0;;0;0;0
1181;13,493556;;13,493556;13,493556;0;;0;0;0
1182;13,493556;;13,493556;13,493556;0;;-0,002058;0,002058;0,004116
1183;13,493556;;13,493556;13,495614;0,002058;;0,002058;0;-0,002058
1184;13,495614;;13,495614;13,495614;0;;-0,00449;0,00449;0,00898
1185;13,495614;;13,495614;13,500104;0,00449;;0,00449;0;-0,00449
1186;13,500104;;13,500104;13,500104;0;;0;0;0
1187;13,500104;;13,500104;13,500104;0;;0;0;0
1188;13,500104;;13,500104;13,500104;0;;-0,000393;0,000393;0,000786
1189;13,500104;;13,500104;13,500497;0,000393;;-0,012599;0,012992;0,025591
1190;13,500497;;13,500497;13,513489;0,012992;;0,001533;0,011459;0,009926
1191;13,513489;;13,513489;13,524948;0,011459;;0,011459;0;-0,011459
1192;13,524948;;13,524948;13,524948;0;;0;0;0
1193;13,524948;;13,524948;13,524948;0;;0;0;0
1194;13,524948;;13,524948;13,524948;0;;0;0;0
1195;13,524948;;13,524948;13,524948;0;;0;0;0
1196;13,524948;;13,524948;13,524948;0;;0;0;0
1197;13,524948;;13,524948;13,524948;0;;0;0;0
1198;13,524948;;13,524948;13,524948;0;;-0,01211;0,01211;0,02422
1199;13,524948;;13,524948;13,537058;0,01211;;0,01211;0;-0,01211
1200;13,537058;;13,537058;13,537058;0;;0;0;0
1201;13,537058;;13,537058;13,537058;0;;-0,000413;0,000413;0,000826
1202;13,537058;;13,537058;13,537471;0,000413;;-0,002715;0,003128;0,005843
1203;13,537471;;13,537471;13,540599;0,003128;;-0,011951;0,015079;0,02703
1204;13,540599;;13,540599;13,555678;0,015079;;0,015079;0;-0,015079
1205;13,555678;;13,555678;13,555678;0;;0;0;0
1206;13,555678;;13,555678;13,555678;0;;0;0;0
1207;13,555678;;13,555678;13,555678;0;;-0,000441;0,000441;0,000882
1208;13,555678;;13,555678;13,556119;0,000441;;-0,018891;0,019332;0,038223
1209;13,556119;;13,556119;13,575451;0,019332;;0,019332;0;-0,019332
1210;13,575451;;13,575451;13,575451;0;;0;0;0
1211;13,575451;;13,575451;13,575451;0;;0;0;0
